dimension,n_bases,dtype,loss_min,loss_median,loss_max,near_exact_min,near_exact_median,near_exact_max,num_seeds
6,3,complex64,3.5638159090467525e-13,8.208989044078407e-13,0.05124921351671219,0.0,3.0,3.0,5
6,4,complex64,0.05124921351671219,0.05124922841787338,0.21223220229148865,0.0,0.0,3.0,5
6,5,complex64,0.35963666439056396,0.35963988304138184,0.5574746131896973,0.0,0.0,0.0,5
6,6,complex64,0.8685318827629089,0.8685320615768433,0.868532121181488,0.0,0.0,0.0,5
