d,n_bases,num_pairs,dtype,num_seeds,loss_min,loss_median,loss_max,loss_mean,loss_std,near_exact_counts_tol_1e_minus_6,near_exact_min,near_exact_median,near_exact_max,rounded_basin_losses,num_distinct_rounded_basin_losses,max_unitarity_residual_min,max_unitarity_residual_median,max_unitarity_residual_max
6,3,3,complex128,5,3.9550897337936275e-30,6.577435946071288e-30,0.0655924656816584,0.02336833693558841,0.028977433103201698,"3,3,0,3,0",0,3.0,3,"0.000000,0.051249,0.065592",3,3.186527902776202e-15,4.244954855039767e-15,5.002183656019887e-15
6,4,6,complex128,5,0.05124921899628365,0.05124921899628367,0.2619487077142733,0.0933891167398816,0.08427979548719586,"3,3,3,3,0",0,3.0,3,"0.051249,0.261949",2,3.005398284118379e-15,3.6740296549439715e-15,5.521058952547109e-15
6,5,10,complex128,5,0.3596367784679414,0.5268628146284864,0.66323913281212,0.5094719875892946,0.10370280058573911,"0,0,0,0,0",0,0.0,0,"0.359637,0.439033,0.526863,0.558588,0.663239",5,3.79301413571388e-15,4.5988945843251145e-15,5.250767547788545e-15
6,6,15,complex128,5,0.8685321046831181,0.9659325022155348,1.1731797306431582,0.9973393355692147,0.12481887302384961,"0,0,0,0,0",0,0.0,0,"0.868532,0.965933,1.110520,1.173180",4,4.2372988767625754e-15,4.537579036875907e-15,5.139235042413233e-15
6,3,3,complex64,5,3.5638159090467525e-13,8.208989044078407e-13,0.05124921351671219,0.0102498427039035,0.020499685406404344,"3,3,3,0,3",0,3.0,3,"0.000000,0.051249",2,9.112438306146942e-07,1.170085397461662e-06,1.2429657090251567e-06
6,4,6,complex64,5,0.05124921351671219,0.05124922841787338,0.21223220229148865,0.11232639327645302,0.07498747379399079,"0,0,3,3,0",0,0.0,3,"0.051249,0.195652,0.212232",3,1.062525143424864e-06,1.3988175169288297e-06,1.7627060060476651e-06
6,5,10,complex64,5,0.35963666439056396,0.35963988304138184,0.5574746131896973,0.4150845170021057,0.07755172875580169,"0,0,0,0,0",0,0.0,0,"0.359637,0.359638,0.359640,0.439033,0.557475",5,1.0711686400100007e-06,1.1377492228348274e-06,1.6679890677551157e-06
6,6,15,complex64,5,0.8685318827629089,0.8685320615768433,0.868532121181488,0.8685320258140564,8.085167387873254e-08,"0,0,0,0,0",0,0.0,0,0.868532,1,1.2383354714984307e-06,1.3188927141527529e-06,1.5145814131756197e-06
