step,loss,best_loss,elapsed_sec
0,29.112619400024414,29.112619400024414,0.0020388748962432146
100,0.39868640899658203,0.39868640899658203,0.2133004169445485
200,0.05155748128890991,0.05155748128890991,0.42550383298657835
300,0.051249273121356964,0.051249247044324875,0.6452790829353034
400,0.05124923959374428,0.05124921724200249,0.8109303328674287
500,0.051249243319034576,0.05124921724200249,0.9754994169343263
600,0.05124923959374428,0.05124921724200249,1.1419334169477224
700,0.051249247044324875,0.05124921724200249,1.305979082826525
800,0.051249273121356964,0.05124921724200249,1.473621750017628
900,0.05124925822019577,0.05124921724200249,1.6502864169888198
1000,0.05124926567077637,0.05124921724200249,1.8140308749862015
1100,0.05124926194548607,0.05124921724200249,1.9781233328394592
1200,0.05124925822019577,0.05124921724200249,2.143924207892269
1300,0.05124925449490547,0.05124921724200249,2.3132751248776913
1400,0.05124923959374428,0.05124921724200249,2.48177595785819
1499,0.05124923959374428,0.05124921351671219,2.6569112078286707
