step,loss,best_loss,elapsed_sec
0,72.34755498409599,72.34755498409599,0.0031813750974833965
100,2.2060914091544017,2.2060914091544017,0.3499150830321014
200,1.7678542302193063,1.7678542302193063,0.6930647920817137
300,1.4715197885575968,1.4715197885575968,1.040512208128348
400,0.8707149696811771,0.8700687697401519,1.3720569999422878
500,0.8685623223374859,0.8685623223374859,1.7059271670877934
600,0.8685446599859081,0.8685446599859081,2.0531077079940587
700,0.8685367427038606,0.8685367427038606,2.3874845830723643
800,0.8685336324348863,0.8685336324348863,2.724174916977063
900,0.8685325537574671,0.8685325537574671,3.06956574996002
1000,0.8685322222736237,0.8685322222736237,3.4042046670801938
1100,0.8685321320212367,0.8685321320212367,3.7408145829103887
1200,0.8685321103014172,0.8685321103014172,4.08537504193373
1300,0.8685321056984914,0.8685321056984914,4.4225722081027925
1400,0.8685321048435387,0.8685321048435387,4.758675124961883
1500,0.8685321047051274,0.8685321047051274,5.101551667088643
1600,0.8685321046857233,0.8685321046857233,5.433772583026439
1700,0.8685321046833852,0.8685321046833852,5.774967832956463
1800,0.8685321046831431,0.8685321046831421,6.112404375104234
1900,0.8685321046831216,0.8685321046831207,6.395604958059266
1999,0.8685321046831203,0.8685321046831187,6.66534608299844
