step,loss,best_loss,elapsed_sec
0,29.254100400809595,29.254100400809595,0.002058375161141157
100,0.5605144610120775,0.5605144610120775,0.21877845819108188
200,0.3122810143441523,0.3122810143441523,0.42520225001499057
300,0.22311151148194042,0.22311151148194042,0.6335483330767602
400,0.05127239039194525,0.05127239039194525,0.8390800000634044
500,0.05124921947628152,0.05124921947628152,1.0430744159966707
600,0.05124921899630962,0.05124921899630962,1.2618370410054922
700,0.05124921899628393,0.05124921899628377,1.4407992081250995
800,0.0512492189962839,0.05124921899628367,1.6011755832005292
900,0.05124921899628389,0.05124921899628367,1.7641873750835657
1000,0.05124921899628382,0.05124921899628367,1.9283711661119014
1100,0.051249218996283846,0.05124921899628367,2.0872018330264837
1200,0.05124921899628386,0.05124921899628367,2.2641796660609543
1300,0.0512492189962838,0.05124921899628367,2.4279923331923783
1400,0.05124921899628383,0.05124921899628367,2.589090125169605
1499,0.051249218996283846,0.05124921899628367,2.7500966251827776
