step,loss,best_loss,elapsed_sec
0,48.691981407832145,48.691981407832145,0.002710167085751891
100,1.269686726062413,1.269686726062413,0.2664448751602322
200,0.8427133238854183,0.8427133238854183,0.5322767090983689
300,0.5930488680988153,0.5930488680988153,0.7995155001990497
400,0.5604374729163366,0.5604374729163366,1.0783532501664013
500,0.5590804835669778,0.5590804835669778,1.3422862919978797
600,0.5586423251621657,0.5586423251621657,1.6055703749880195
700,0.5585965836113672,0.5585965836113672,1.8834026250988245
800,0.5585893016678389,0.5585893016678389,2.1492539590690285
900,0.5585881277831166,0.5585881277831166,2.4132418751250952
1000,0.5585879591752245,0.5585879591752245,2.6779079590924084
1100,0.5585879385526099,0.5585879385526099,2.9543097091373056
1200,0.5585879364603494,0.5585879364603494,3.219738084124401
1300,0.5585879362873334,0.5585879362873334,3.5295531670562923
1400,0.5585879362758356,0.5585879362758356,3.8021323340944946
1500,0.5585879362752313,0.5585879362752312,4.081669459119439
1600,0.558587936275206,0.5585879362752045,4.315256125060841
1700,0.558587936275205,0.5585879362752031,4.532050917157903
1800,0.5585879362752043,0.5585879362752026,4.745173125062138
1900,0.5585879362752034,0.5585879362752026,4.9689569170586765
1999,0.5585879362752052,0.5585879362752026,5.179470584029332
