step,loss,best_loss,elapsed_sec
0,72.95484924316406,72.95484924316406,0.0032850420102477074
100,2.330427885055542,2.330427885055542,0.35668212501332164
200,1.6645780801773071,1.6645780801773071,0.7206951670814306
300,1.373481035232544,1.373481035232544,1.0983896250836551
400,1.0422027111053467,1.0422027111053467,1.4547736251261085
500,0.8686171174049377,0.8686171174049377,1.8014255419839174
600,0.8685327768325806,0.8685322999954224,2.099687875015661
700,0.8685329556465149,0.8685320615768433,2.374049667036161
800,0.8685328960418701,0.8685320615768433,2.674691792111844
900,0.868532657623291,0.8685320615768433,2.9473567081149668
1000,0.8685322403907776,0.8685320615768433,3.216946291970089
1100,0.8685330748558044,0.8685320615768433,3.4861938329413533
1200,0.8685327172279358,0.8685320615768433,3.7684858329594135
1300,0.8685328960418701,0.8685320615768433,4.03766725002788
1400,0.8685330152511597,0.8685320615768433,4.305340250022709
1500,0.8685327768325806,0.8685320615768433,4.623415624955669
1600,0.8685328960418701,0.8685320615768433,4.918100625043735
1700,0.8685327172279358,0.8685320615768433,5.206021167105064
1800,0.8685328960418701,0.8685320615768433,5.476415167097002
1900,0.8685330152511597,0.8685320615768433,5.802264792146161
1999,0.8685328960418701,0.8685320615768433,6.081982041941956
