step,loss,best_loss,elapsed_sec
0,72.7355592727944,72.7355592727944,0.003233749885112047
100,2.1271996618604962,2.1271996618604962,0.33801229181699455
200,1.3027937981090294,1.3027937981090294,0.6971366249490529
300,0.9813763881514881,0.9813763881514881,1.0680959587916732
400,0.9659426851927615,0.9659426851927615,1.4067437499761581
500,0.9659332806729629,0.9659332806729629,1.7731350839603692
600,0.9659325424381826,0.9659325424381826,2.113500249804929
700,0.9659325035809598,0.9659325035809598,2.4470867498312145
800,0.9659325022451458,0.9659325022451458,2.7935842499136925
900,0.965932502215933,0.965932502215933,3.1241364588495344
1000,0.9659325022155414,0.9659325022155408,3.4399410837795585
1100,0.9659325022155368,0.9659325022155348,3.725568041903898
1200,0.9659325022155373,0.9659325022155348,3.994741541799158
1300,0.9659325022155385,0.9659325022155348,4.266459333943203
1400,0.9659325022155377,0.9659325022155348,4.539429374970496
1500,0.9659325022155368,0.9659325022155348,4.8231957498937845
1600,0.9659325022155371,0.9659325022155348,5.093528708908707
1700,0.9659325022155371,0.9659325022155348,5.360968374880031
1800,0.9659325022155367,0.9659325022155348,5.636852833908051
1900,0.9659325022155372,0.9659325022155348,5.9144747499376535
1999,0.965932502215537,0.9659325022155348,6.188394874799997
