step,loss,best_loss,elapsed_sec
0,72.98788701360566,72.98788701360566,0.003669166937470436
100,2.0375019011009874,2.0375019011009874,0.34425104199908674
200,1.7013474293010824,1.7013474293010824,0.6839026249945164
300,1.335977873047395,1.335977873047395,1.0336322919465601
400,0.969541349776055,0.969541349776055,1.3657783339731395
500,0.9662255022990875,0.9662255022990875,1.6948832499329
600,0.9659472454407406,0.9659472454407406,2.0316110418643802
700,0.9659330145038824,0.9659330145038824,2.366307666990906
800,0.9659325139442302,0.9659325139442302,2.7098626669030637
900,0.9659325023838461,0.9659325023838461,3.0645209588110447
1000,0.9659325022169809,0.9659325022169809,3.400241166818887
1100,0.9659325022155443,0.9659325022155437,3.7210556250065565
1200,0.9659325022155368,0.9659325022155362,4.010868708835915
1300,0.9659325022155372,0.965932502215535,4.278685541823506
1400,0.9659325022155376,0.9659325022155348,4.543312416877598
1499,0.9659325022155378,0.9659325022155344,4.803106208797544
