step,loss,best_loss,elapsed_sec
0,48.577476501464844,48.577476501464844,0.002557125175371766
100,1.2389072179794312,1.2389072179794312,0.26492008403874934
200,0.5341470837593079,0.5341470837593079,0.5373176250141114
300,0.3596612215042114,0.3596612215042114,0.8232029171194881
400,0.35963907837867737,0.35963889956474304,1.093887709081173
500,0.35963916778564453,0.35963886976242065,1.3202754170633852
600,0.3596391975879669,0.3596387207508087,1.5471149170771241
700,0.359639048576355,0.3596387207508087,1.8077738340944052
800,0.35963892936706543,0.3596387207508087,2.0316889171954244
900,0.35963913798332214,0.3596387207508087,2.252099250210449
1000,0.35963907837867737,0.35963869094848633,2.4745993341784924
1100,0.3596390187740326,0.3596385419368744,2.7404000421520323
1200,0.35963883996009827,0.3596385419368744,2.9612634170334786
1300,0.3596389889717102,0.3596385419368744,3.1889606250915676
1400,0.35963869094848633,0.3596385419368744,3.4260885000694543
1500,0.3596389591693878,0.35963842272758484,3.6395415840670466
1600,0.3596385419368744,0.35963842272758484,3.8662702501751482
1700,0.3596384525299072,0.3596382439136505,4.086074084043503
1800,0.3596382737159729,0.3596382439136505,4.314095917157829
1900,0.3596384823322296,0.35963815450668335,4.5406870420556515
1999,0.3596384823322296,0.35963815450668335,4.800958292093128
