step,loss,best_loss,elapsed_sec
0,28.90375203544599,28.90375203544599,0.0023455419577658176
100,0.3124318449058425,0.3124318449058425,0.21855724998749793
200,0.05135797246686416,0.05135797246686416,0.4379825000651181
300,0.05124921944810046,0.05124921944810046,0.6574229579418898
400,0.05124921899630943,0.05124921899630836,0.8736817080061883
500,0.0512492189962839,0.05124921899628368,1.0657546250149608
600,0.05124921899628402,0.05124921899628368,1.233851958066225
700,0.05124921899628371,0.051249218996283666,1.4019479169510305
800,0.05124921899628397,0.051249218996283666,1.5891471249051392
900,0.05124921899628397,0.051249218996283666,1.7627116669900715
1000,0.05124921899628398,0.051249218996283666,1.9272684999741614
1100,0.05124921899628396,0.051249218996283666,2.097150082932785
1200,0.051249218996283985,0.051249218996283666,2.275700458092615
1300,0.05124921899628393,0.051249218996283666,2.4448817919474095
1400,0.05124921899628391,0.051249218996283666,2.6317668328993022
1499,0.05124921899628394,0.051249218996283666,2.7932800829876214
