step,loss,best_loss,elapsed_sec
0,48.94775390625,48.94775390625,0.002738832961767912
100,1.2546718120574951,1.2546718120574951,0.28115087491460145
200,0.8751693964004517,0.8751693964004517,0.5724646248854697
300,0.74466872215271,0.74466872215271,0.8506847079843283
400,0.5452447533607483,0.5452447533607483,1.1287905829958618
500,0.4394875168800354,0.4394875168800354,1.4075744999572635
600,0.439033567905426,0.43903326988220215,1.678396207978949
700,0.4390333890914917,0.43903326988220215,1.900196832837537
800,0.43903347849845886,0.43903326988220215,2.120754041010514
900,0.4390334486961365,0.43903326988220215,2.3447694999631494
1000,0.4390334486961365,0.43903326988220215,2.5778615409508348
1100,0.4390334188938141,0.43903326988220215,2.7972523330245167
1200,0.439033567905426,0.43903326988220215,3.020713707897812
1300,0.4390336275100708,0.43903326988220215,3.2425016248598695
1400,0.43903347849845886,0.43903326988220215,3.4629607498645782
1500,0.4390338063240051,0.43903326988220215,3.6983249578624964
1600,0.43903350830078125,0.43903326988220215,3.920527665875852
1700,0.4390336871147156,0.43903326988220215,4.142427457962185
1800,0.4390338063240051,0.43903326988220215,4.364530915860087
1900,0.4390336871147156,0.43903326988220215,4.599471415858716
1999,0.4390336573123932,0.43903326988220215,4.816282874904573
