step,loss,best_loss,elapsed_sec
0,14.50158977508545,14.50158977508545,0.0016440830659121275
100,0.19236254692077637,0.19236254692077637,0.1629281670320779
200,0.00010958153870888054,0.00010958153870888054,0.3165486669167876
300,6.848842826201462e-09,6.848842826201462e-09,0.46625175001099706
400,1.3429257705865894e-12,1.3429257705865894e-12,0.6116125830449164
500,7.776002064474596e-13,5.635492072997295e-13,0.7304375830572098
600,8.748557434046234e-13,5.635492072997295e-13,0.8478464998770505
700,5.213607323639735e-13,4.642952688982405e-13,0.9639529169071466
800,6.261657858885883e-13,3.5638159090467525e-13,1.0809229579754174
900,7.935874180020619e-13,3.5638159090467525e-13,1.2075490830466151
1000,1.0229594948896192e-12,3.5638159090467525e-13,1.32566324993968
1100,7.254197242900773e-13,3.5638159090467525e-13,1.4414151669479907
1200,9.898748487557896e-13,3.5638159090467525e-13,1.5565477078780532
1300,7.329692408575283e-13,3.5638159090467525e-13,1.6740772500634193
1400,7.8026474170656e-13,3.5638159090467525e-13,1.7893257080577314
1499,1.1053380433168059e-12,3.5638159090467525e-13,1.9067382919602096
