step,loss,best_loss,elapsed_sec
0,48.580747987121555,48.580747987121555,0.0025219579692929983
100,1.2204427345123696,1.2204427345123696,0.26661404105834663
200,0.8165193596849536,0.8165193596849536,0.5281146250199527
300,0.4680106953808336,0.4680106953808336,0.8098794580437243
400,0.36095904945038393,0.36095904945038393,1.095136082964018
500,0.35963927684110786,0.35963927684110786,1.366563375107944
600,0.3596392153054102,0.3596392153054102,1.6334833749569952
700,0.35963918899369113,0.35963918899369113,1.9015904581174254
800,0.35963915949623965,0.35963915949623965,2.163384540937841
900,0.3596391266782817,0.3596391266782817,2.421359291067347
1000,0.3596390903813966,0.3596390903813966,2.688667790964246
1100,0.3596390504261595,0.3596390504261595,2.9690256249159575
1200,0.35963900661717274,0.35963900661717274,3.261899166041985
1300,0.35963895874836027,0.35963895874836027,3.5905230410862714
1400,0.35963890660914116,0.35963890660914116,3.874895333079621
1499,0.35963885058094547,0.35963885058094547,4.137843416072428
